id,precipitation (mm/yr),w,B,Q (kg/s),A (km^2),R (km),T(C),Qs (MT/y),Qs (T/y),density (kg/m^3),volume (m^3/yr),erosion (m/yr),erosion (mm/yr),fault_id,distance
24,174.39805825242718,0.0006,1,152.0365869180828,7.915900470583179,2.478,13.700566389954208,24.515429737583034,24515429.737583034,2700,9079.78879169742,0.0011470317022604624,1.1470317022604624,0,21573.3882917
25,75.0,0.0006,1,21.568338137835983,0.5173525569330617,0.171,20.84166717529297,0.023860695609548246,23860.695609548246,2700,8.837294670203054,1.7081764749732315e-05,0.017081764749732317,0,22242.6047466
26,88.0,0.0006,1,50.36229104636557,1.8753834576582469,1.205,19.452777608235678,1.328359048641847,1328359.048641847,2700,491.9848328303137,0.0002623382598482793,0.2623382598482793,0,22318.7534932
27,73.6,0.0006,1,47.00437134933721,1.8346713034627709,0.824,21.036666564941406,0.8969162701206185,896916.2701206185,2700,332.19121115578463,0.00018106306591747783,0.18106306591747784,0,23714.3533118
29,80.625,0.0006,1,53.01949286495523,2.128692003379671,1.233,20.143750190734863,1.6819111590176385,1681911.1590176385,2700,622.9300588954217,0.0002926351289460435,0.2926351289460435,0,24688.5178771
30,72.0,0.0006,1,36.985381904578276,1.260127734993727,0.779,21.20416717529297,0.4619070655731165,461907.06557311653,2700,171.07669095300614,0.00013576138847055672,0.13576138847055672,0,25213.9819931
31,77.0,0.0006,1,24.07613350219805,0.6097058354526123,0.376,20.416667175292968,0.0676131296595086,67613.12965950859,2700,25.04189987389207,4.107210136065425e-05,0.04107210136065425,0,26221.0901303
32,80.0,0.0006,1,36.59724176406359,1.1752923293336257,0.638,19.96666717529297,0.3287545441903341,328754.5441903341,2700,121.76094229271634,0.00010360055898752703,0.10360055898752703,0,27329.0227697
33,186.05769230769232,0.0006,1,126.12258288609775,5.669591379540502,2.163,13.356089753371018,12.394577126679087,12394577.126679087,2700,4590.584120992255,0.0008096851807624103,0.8096851807624104,0,27871.6598051
34,85.0,0.0006,1,39.15704086608821,1.271565409996044,0.684,19.59583282470703,0.400423583214029,400423.583214029,2700,148.30503082001073,0.00011663185366175705,0.11663185366175705,0,28283.4652661
